site,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar_raw,comments,dist_from_collar
Oak Collection,9/1/2017,Quercus,macrocarpa,2390-26*1,Duckett,9/1/2017,Duckett,8.2,,8.20
Oak Collection,9/1/2017,Quercus,macrocarpa,2390-26*2,Duckett,9/1/2017,Duckett,5.4,,5.40
Oak Collection,9/1/2017,Quercus,macrocarpa,752-34*2,Duckett,9/1/2017,Duckett,2.75,,2.75
Oak Collection,9/1/2017,Quercus,macrocarpa,752-34*4,Duckett,9/1/2017,Duckett,5.45,,5.45
Oak Collection,9/1/2017,Quercus,macrocarpa,4-35*1,Duckett,9/1/2017,Duckett,10.09,,10.10
Oak Collection,9/1/2017,Quercus,macrocarpa,1516-35*1,Duckett,9/1/2017,Duckett,9.3,,9.30
Oak Collection,9/1/2017,Quercus,macrocarpa,808-51*1,Duckett,9/1/2017,Duckett,12.8,,12.80
Oak Collection,9/1/2017,Quercus,macrocarpa,138-U*1,Duckett,9/1/2017,Duckett,12.75,,12.75
Oak Collection,9/1/2017,Quercus,macrocarpa,138-U*4,Duckett,9/1/2017,Duckett,6,,6.00
Oak Collection,9/1/2017,Quercus,macrocarpa,138-U*6,Duckett,9/1/2017,Duckett,25.4,,25.40
Oak Collection,9/1/2017,Quercus,macrocarpa,138-U*7,Duckett,9/1/2017,Duckett,8.5,,8.50
Oak Collection,9/1/2017,Quercus,robur,180-93*7,Duckett,9/1/2017,Duckett,51.75,,51.75
Oak Collection,9/1/2017,Quercus,robur,180-93*8,Duckett,9/1/2017,Duckett,20.85,,20.85
Oak Collection,9/1/2017,Quercus,robur,180-93*9,Duckett,9/1/2017,Duckett,7.55,,7.55
Oak Collection,9/1/2017,Quercus,robur,255-99*1,Duckett,9/1/2017,Duckett,3.25,,3.25
Oak Collection,9/1/2017,Quercus,rubra,466-37*1,Duckett,9/1/2017,Duckett,14.2,,14.20
Oak Collection,9/1/2017,Quercus,rubra,292-64*1,Duckett,9/1/2017,Duckett,17.9,,17.90
Oak Collection,9/1/2017,Quercus,rubra,64-92*1,Duckett,9/1/2017,Duckett,20.4,,20.40
Oak Collection,9/1/2017,Quercus,velutina,185-92*2,Duckett,9/1/2017,Duckett,33.2,,33.20
Oak Collection,9/1/2017,Quercus,velutina,185-92*4,Duckett,9/1/2017,Duckett,31.1,,31.10
Oak Collection,9/1/2017,Quercus,velutina,185-92*5,Duckett,9/1/2017,Duckett,42.25,,42.25
Oak Collection,9/6/2017,Quercus,alba,684-33*1,Duckett,9/6/2017,Duckett,7.1,,7.10
Oak Collection,9/6/2017,Quercus,alba,862-34*1,Duckett,9/6/2017,Duckett,17,,17.00
Oak Collection,9/6/2017,Quercus,alba,239-42*2,Duckett,9/6/2017,Duckett,12.2,,12.20
Oak Collection,9/6/2017,Quercus,alba,134-U*6,Duckett,9/6/2017,Duckett,3.75,,3.75
Oak Collection,9/6/2017,Quercus,alba,134-U*7,Duckett,9/6/2017,Duckett,0.4,,0.40
Oak Collection,9/6/2017,Quercus,alba,134-U*60,Duckett,9/6/2017,Duckett,14.95,,14.95
Oak Collection,9/6/2017,Quercus,alba,134-U*61,Duckett,9/6/2017,Duckett,5,,5.00
Oak Collection,9/6/2017,Quercus,bicolor,513-25*1,Duckett,9/6/2017,Duckett,7.9,,7.90
Oak Collection,9/6/2017,Quercus,bicolor,214-91*1,Duckett,9/6/2017,Duckett,9.8,,9.80
Oak Collection,9/6/2017,Quercus,macrocarpa,1261-26*1,Duckett,9/6/2017,Duckett,7.65,,7.65
Oak Collection,9/6/2017,Quercus,macrocarpa,1261-26*2,Duckett,9/6/2017,Duckett,8.35,,8.35
Oak Collection,9/6/2017,Quercus,macrocarpa,2390-26*1,Duckett,9/6/2017,Duckett,8.5,,8.50
Oak Collection,9/6/2017,Quercus,macrocarpa,2390-26*2,Duckett,9/6/2017,Duckett,5.95,,5.95
Oak Collection,9/6/2017,Quercus,macrocarpa,752-34*2,Duckett,9/6/2017,Duckett,2.9,,2.90
Oak Collection,9/6/2017,Quercus,macrocarpa,752-34*4,Duckett,9/6/2017,Duckett,5.55,,5.55
Oak Collection,9/6/2017,Quercus,macrocarpa,4-35*1,Duckett,9/6/2017,Duckett,10.85,,10.85
Oak Collection,9/6/2017,Quercus,macrocarpa,1516-35*1,Duckett,9/6/2017,Duckett,11.2,,11.20
Oak Collection,9/6/2017,Quercus,macrocarpa,808-51*1,Duckett,9/6/2017,Duckett,12.9,,12.90
Oak Collection,9/6/2017,Quercus,macrocarpa,138-U*1,Duckett,9/6/2017,Duckett,13.05,,13.05
Oak Collection,9/6/2017,Quercus,macrocarpa,138-U*4,Duckett,9/6/2017,Duckett,6.1,,6.10
Oak Collection,9/6/2017,Quercus,macrocarpa,138-U*6,Duckett,9/6/2017,Duckett,25.7,,25.70
Oak Collection,9/6/2017,Quercus,macrocarpa,138-U*7,Duckett,9/6/2017,Duckett,8.6,,8.60
Oak Collection,9/6/2017,Quercus,robur,180-93*7,Duckett,9/6/2017,Duckett,51.9,,51.90
Oak Collection,9/6/2017,Quercus,robur,180-93*8,Duckett,9/6/2017,Duckett,20.6,,20.60
Oak Collection,9/6/2017,Quercus,robur,180-93*9,Duckett,9/6/2017,Duckett,7.95,,7.95
Oak Collection,9/6/2017,Quercus,robur,255-99*1,Duckett,9/6/2017,Duckett,3.3,,3.30
Oak Collection,9/6/2017,Quercus,rubra,466-37*1,Duckett,9/6/2017,Duckett,14.1,,14.10
Oak Collection,9/6/2017,Quercus,rubra,292-64*1,Duckett,9/6/2017,Duckett,17.8,,17.80
Oak Collection,9/6/2017,Quercus,rubra,64-92*1,Duckett,9/6/2017,Duckett,20.6,,20.60
Oak Collection,9/6/2017,Quercus,velutina,185-92*2,Duckett,9/6/2017,Duckett,32.95,,32.95
Oak Collection,9/6/2017,Quercus,velutina,185-92*4,Duckett,9/6/2017,Duckett,31,,31.00
Oak Collection,9/6/2017,Quercus,velutina,185-92*5,Duckett,9/6/2017,Duckett,42.55,,42.55
Oak Collection,9/11/2017,Quercus,alba,684-33*1,Duckett,9/11/2017,Duckett,7.1,,7.10
Oak Collection,9/11/2017,Quercus,alba,862-34*1,Duckett,9/11/2017,Duckett,17.2,,17.20
Oak Collection,9/11/2017,Quercus,alba,239-42*2,Duckett,9/11/2017,Duckett,11.7,,11.70
Oak Collection,9/11/2017,Quercus,alba,134-U*6,Duckett,9/11/2017,Duckett,3.6,,3.60
Oak Collection,9/11/2017,Quercus,alba,134-U*7,Duckett,9/11/2017,Duckett,0.4,,0.40
Oak Collection,9/11/2017,Quercus,alba,134-U*60,Duckett,9/11/2017,Duckett,12.85,,12.85
Oak Collection,9/11/2017,Quercus,alba,134-U*61,Duckett,9/11/2017,Duckett,5.85,,5.85
Oak Collection,9/11/2017,Quercus,bicolor,513-25*1,Duckett,9/11/2017,Duckett,7.95,,7.95
Oak Collection,9/11/2017,Quercus,bicolor,214-91*1,Duckett,9/11/2017,Duckett,9.7,,9.70
Oak Collection,9/11/2017,Quercus,macrocarpa,1261-26*1,Duckett,9/11/2017,Duckett,7.5,,7.50
Oak Collection,9/11/2017,Quercus,macrocarpa,1261-26*2,Duckett,9/11/2017,Duckett,8.5,,8.50
Oak Collection,9/11/2017,Quercus,macrocarpa,2390-26*1,Duckett,9/11/2017,Duckett,8.75,,8.75
Oak Collection,9/11/2017,Quercus,macrocarpa,2390-26*2,Duckett,9/11/2017,Duckett,5.8,,5.80
Oak Collection,9/11/2017,Quercus,macrocarpa,752-34*2,Duckett,9/11/2017,Duckett,2.65,,2.65
Oak Collection,9/11/2017,Quercus,macrocarpa,752-34*4,Duckett,9/11/2017,Duckett,5.6,,5.60
Oak Collection,9/11/2017,Quercus,macrocarpa,4-35*1,Duckett,9/11/2017,Duckett,10.65,,10.65
Oak Collection,9/11/2017,Quercus,macrocarpa,1516-35*1,Duckett,9/11/2017,Duckett,10.7,,10.70
Oak Collection,9/11/2017,Quercus,macrocarpa,808-51*1,Duckett,9/11/2017,Duckett,12.85,,12.85
Oak Collection,9/11/2017,Quercus,macrocarpa,138-U*1,Duckett,9/11/2017,Duckett,12.85,,12.85
Oak Collection,9/11/2017,Quercus,macrocarpa,138-U*4,Duckett,9/11/2017,Duckett,6.1,,6.10
Oak Collection,9/11/2017,Quercus,macrocarpa,138-U*6,Duckett,9/11/2017,Duckett,25.7,,25.70
Oak Collection,9/11/2017,Quercus,macrocarpa,138-U*7,Duckett,9/11/2017,Duckett,8.55,,8.55
Oak Collection,9/11/2017,Quercus,robur,180-93*7,Duckett,9/11/2017,Duckett,52.25,,52.25
Oak Collection,9/11/2017,Quercus,robur,180-93*8,Duckett,9/11/2017,Duckett,20.5,,20.50
Oak Collection,9/11/2017,Quercus,robur,180-93*9,Duckett,9/11/2017,Duckett,7.9,,7.90
Oak Collection,9/11/2017,Quercus,robur,255-99*1,Duckett,9/11/2017,Duckett,3.25,,3.25
Oak Collection,9/11/2017,Quercus,rubra,466-37*1,Duckett,9/11/2017,Duckett,14.55,,14.55
Oak Collection,9/11/2017,Quercus,rubra,292-64*1,Duckett,9/11/2017,Duckett,18.1,,18.10
Oak Collection,9/11/2017,Quercus,rubra,64-92*1,Duckett,9/11/2017,Duckett,20.75,,20.75
Oak Collection,9/11/2017,Quercus,velutina,185-92*2,Duckett,9/11/2017,Duckett,33,,33.00
Oak Collection,9/11/2017,Quercus,velutina,185-92*4,Duckett,9/11/2017,Duckett,31,,31.00
Oak Collection,9/11/2017,Quercus,velutina,185-92*5,Duckett,9/11/2017,Duckett,42.2,,42.20
Oak Collection,9/19/2017,Quercus,alba,684-33*1,Duckett,9/19/2017,Duckett,7.15,,7.15
Oak Collection,9/19/2017,Quercus,alba,862-34*1,Duckett,9/19/2017,Duckett,17.2,,17.20
Oak Collection,9/19/2017,Quercus,alba,239-42*2,Duckett,9/19/2017,Duckett,11.05,,11.05
Oak Collection,9/19/2017,Quercus,alba,134-U*6,Duckett,9/19/2017,Duckett,3.3,,3.30
Oak Collection,9/19/2017,Quercus,alba,134-U*7,Duckett,9/19/2017,Duckett,0.3,,0.30
Oak Collection,9/19/2017,Quercus,alba,134-U*60,Duckett,9/19/2017,Duckett,11.45,,11.45
Oak Collection,9/19/2017,Quercus,alba,134-U*61,Duckett,9/19/2017,Duckett,5.1,,5.10
Oak Collection,9/19/2017,Quercus,bicolor,513-25*1,Duckett,9/19/2017,Duckett,7.85,,7.85
Oak Collection,9/19/2017,Quercus,bicolor,214-91*1,Duckett,9/19/2017,Duckett,9.75,,9.75
Oak Collection,9/19/2017,Quercus,macrocarpa,1261-26*1,Duckett,9/19/2017,Duckett,7.45,,7.45
Oak Collection,9/19/2017,Quercus,macrocarpa,1261-26*2,Duckett,9/19/2017,Duckett,8.4,,8.40
Oak Collection,9/19/2017,Quercus,macrocarpa,2390-26*1,Duckett,9/19/2017,Duckett,8.7,,8.70
Oak Collection,9/19/2017,Quercus,macrocarpa,2390-26*2,Duckett,9/19/2017,Duckett,5.6,,5.60
Oak Collection,9/19/2017,Quercus,macrocarpa,752-34*2,Duckett,9/19/2017,Duckett,2.75,,2.75
Oak Collection,9/19/2017,Quercus,macrocarpa,752-34*4,Duckett,9/19/2017,Duckett,6.2,,6.20
Oak Collection,9/19/2017,Quercus,macrocarpa,4-35*1,Duckett,9/19/2017,Duckett,10.85,,10.85
Oak Collection,9/19/2017,Quercus,macrocarpa,1516-35*1,Duckett,9/19/2017,Duckett,10.6,,10.60
Oak Collection,9/19/2017,Quercus,macrocarpa,808-51*1,Duckett,9/19/2017,Duckett,13.2,,13.20
Oak Collection,9/19/2017,Quercus,macrocarpa,138-U*1,Duckett,9/19/2017,Duckett,13,,13.00
Oak Collection,9/19/2017,Quercus,macrocarpa,138-U*4,Duckett,9/19/2017,Duckett,6.25,,6.25
Oak Collection,9/19/2017,Quercus,macrocarpa,138-U*6,Duckett,9/19/2017,Duckett,25.65,,25.65
Oak Collection,9/19/2017,Quercus,macrocarpa,138-U*7,Duckett,9/19/2017,Duckett,8.55,,8.55
Oak Collection,9/19/2017,Quercus,robur,180-93*7,Duckett,9/19/2017,Duckett,52.05,,52.05
Oak Collection,9/19/2017,Quercus,robur,180-93*8,Duckett,9/19/2017,Duckett,20.75,,20.75
Oak Collection,9/19/2017,Quercus,robur,180-93*9,Duckett,9/19/2017,Duckett,7.7,,7.70
Oak Collection,9/19/2017,Quercus,robur,255-99*1,Duckett,9/19/2017,Duckett,3.3,,3.30
Oak Collection,9/19/2017,Quercus,rubra,466-37*1,Duckett,9/19/2017,Duckett,14.5,,14.50
Oak Collection,9/19/2017,Quercus,rubra,292-64*1,Duckett,9/19/2017,Duckett,18,,18.00
Oak Collection,9/19/2017,Quercus,rubra,64-92*1,Duckett,9/19/2017,Duckett,20.6,,20.60
Oak Collection,9/19/2017,Quercus,velutina,185-92*2,Duckett,9/19/2017,Duckett,33.5,,33.50
Oak Collection,9/19/2017,Quercus,velutina,185-92*4,Duckett,9/19/2017,Duckett,31.2,,31.20
Oak Collection,9/19/2017,Quercus,velutina,185-92*5,Duckett,9/19/2017,Duckett,42.3,,42.30
Oak Collection,9/27/2017,Quercus,alba,684-33*1,Duckett,9/27/2017,Duckett,7,,7.00
Oak Collection,9/27/2017,Quercus,alba,862-34*1,Duckett,9/27/2017,Duckett,17.1,,17.10
Oak Collection,9/27/2017,Quercus,alba,239-42*2,Duckett,9/27/2017,Duckett,13,,13.00
Oak Collection,9/27/2017,Quercus,alba,134-U*6,Duckett,9/27/2017,Duckett,3.15,,3.15
Oak Collection,9/27/2017,Quercus,alba,134-U*7,Duckett,9/27/2017,Duckett,0,,0.00
Oak Collection,9/27/2017,Quercus,alba,134-U*60,Duckett,9/27/2017,Duckett,12.9,,12.90
Oak Collection,9/27/2017,Quercus,alba,134-U*61,Duckett,9/27/2017,Duckett,7.2,,7.20
Oak Collection,9/27/2017,Quercus,bicolor,513-25*1,Duckett,9/27/2017,Duckett,7.25,,7.25
Oak Collection,9/27/2017,Quercus,bicolor,214-91*1,Duckett,9/27/2017,Duckett,9.3,,9.30
Oak Collection,9/27/2017,Quercus,macrocarpa,1261-26*1,Duckett,9/27/2017,Duckett,7.4,,7.40
Oak Collection,9/27/2017,Quercus,macrocarpa,1261-26*2,Duckett,9/27/2017,Duckett,8.25,,8.25
Oak Collection,9/27/2017,Quercus,macrocarpa,2390-26*1,Duckett,9/27/2017,Duckett,8.7,,8.70
Oak Collection,9/27/2017,Quercus,macrocarpa,2390-26*2,Duckett,9/27/2017,Duckett,5.65,,5.65
Oak Collection,9/27/2017,Quercus,macrocarpa,752-34*2,Duckett,9/27/2017,Duckett,2.7,,2.70
Oak Collection,9/27/2017,Quercus,macrocarpa,752-34*4,Duckett,9/27/2017,Duckett,5.8,,5.80
Oak Collection,9/27/2017,Quercus,macrocarpa,4-35*1,Duckett,9/27/2017,Duckett,10.85,,10.85
Oak Collection,9/27/2017,Quercus,macrocarpa,1516-35*1,Duckett,9/27/2017,Duckett,10.3,,10.30
Oak Collection,9/27/2017,Quercus,macrocarpa,808-51*1,Duckett,9/27/2017,Duckett,13.1,,13.10
Oak Collection,9/27/2017,Quercus,macrocarpa,138-U*1,Duckett,9/27/2017,Duckett,12.8,,12.80
Oak Collection,9/27/2017,Quercus,macrocarpa,138-U*4,Duckett,9/27/2017,Duckett,6.2,,6.20
Oak Collection,9/27/2017,Quercus,macrocarpa,138-U*6,Duckett,9/27/2017,Duckett,25.45,,25.45
Oak Collection,9/27/2017,Quercus,macrocarpa,138-U*7,Duckett,9/27/2017,Duckett,8.15,,8.15
Oak Collection,9/27/2017,Quercus,robur,180-93*7,Duckett,9/27/2017,Duckett,52.25,,52.25
Oak Collection,9/27/2017,Quercus,robur,180-93*8,Duckett,9/27/2017,Duckett,20.85,,20.85
Oak Collection,9/27/2017,Quercus,robur,180-93*9,Duckett,9/27/2017,Duckett,7.7,,7.70
Oak Collection,9/27/2017,Quercus,robur,255-99*1,Duckett,9/27/2017,Duckett,3.15,,3.15
Oak Collection,9/27/2017,Quercus,rubra,466-37*1,Duckett,9/27/2017,Duckett,14.4,,14.40
Oak Collection,9/27/2017,Quercus,rubra,292-64*1,Duckett,9/27/2017,Duckett,18.1,,18.10
Oak Collection,9/27/2017,Quercus,rubra,64-92*1,Duckett,9/27/2017,Duckett,20.75,,20.75
Oak Collection,9/27/2017,Quercus,velutina,185-92*2,Duckett,9/27/2017,Duckett,32.9,,32.90
Oak Collection,9/27/2017,Quercus,velutina,185-92*4,Duckett,9/27/2017,Duckett,31.3,,31.30
Oak Collection,9/27/2017,Quercus,velutina,185-92*5,Duckett,9/27/2017,Duckett,41.85,,41.85
Oak Collection,10/2/2017,Quercus,alba,684-33*1,Duckett,10/2/2017,Duckett,6.85,,6.85
Oak Collection,10/2/2017,Quercus,alba,862-34*1,Duckett,10/2/2017,Duckett,17.2,,17.20
Oak Collection,10/2/2017,Quercus,alba,239-42*2,Duckett,10/2/2017,Duckett,12.8,,12.80
Oak Collection,10/2/2017,Quercus,alba,134-U*6,Duckett,10/2/2017,Duckett,2.9,,2.90
Oak Collection,10/2/2017,Quercus,alba,134-U*7,Duckett,10/2/2017,Duckett,0,,0.00
Oak Collection,10/2/2017,Quercus,alba,134-U*60,Duckett,10/2/2017,Duckett,12.3,,12.30
Oak Collection,10/2/2017,Quercus,alba,134-U*61,Duckett,10/2/2017,Duckett,6.6,,6.60
Oak Collection,10/2/2017,Quercus,bicolor,513-25*1,Duckett,10/2/2017,Duckett,7.4,,7.40
Oak Collection,10/2/2017,Quercus,bicolor,214-91*1,Duckett,10/2/2017,Duckett,9.3,,9.30
Oak Collection,10/2/2017,Quercus,macrocarpa,1261-26*1,Duckett,10/2/2017,Duckett,7.4,,7.40
Oak Collection,10/2/2017,Quercus,macrocarpa,1261-26*2,Duckett,10/2/2017,Duckett,7.75,,7.75
Oak Collection,10/2/2017,Quercus,macrocarpa,2390-26*1,Duckett,10/2/2017,Duckett,8.9,,8.90
Oak Collection,10/2/2017,Quercus,macrocarpa,2390-26*2,Duckett,10/2/2017,Duckett,5.4,,5.40
Oak Collection,10/2/2017,Quercus,macrocarpa,752-34*2,Duckett,10/2/2017,Duckett,2.8,,2.80
Oak Collection,10/2/2017,Quercus,macrocarpa,752-34*4,Duckett,10/2/2017,Duckett,5.8,,5.80
Oak Collection,10/2/2017,Quercus,macrocarpa,4-35*1,Duckett,10/2/2017,Duckett,10.8,,10.80
Oak Collection,10/2/2017,Quercus,macrocarpa,1516-35*1,Duckett,10/2/2017,Duckett,10.2,,10.20
Oak Collection,10/2/2017,Quercus,macrocarpa,808-51*1,Duckett,10/2/2017,Duckett,13.15,,13.15
Oak Collection,10/2/2017,Quercus,macrocarpa,138-U*1,Duckett,10/2/2017,Duckett,12.75,,12.75
Oak Collection,10/2/2017,Quercus,macrocarpa,138-U*4,Duckett,10/2/2017,Duckett,6.35,,6.35
Oak Collection,10/2/2017,Quercus,macrocarpa,138-U*6,Duckett,10/2/2017,Duckett,25.45,,25.45
Oak Collection,10/2/2017,Quercus,macrocarpa,138-U*7,Duckett,10/2/2017,Duckett,8.25,,8.25
Oak Collection,10/2/2017,Quercus,robur,180-93*7,Duckett,10/2/2017,Duckett,51.6,,51.60
Oak Collection,10/2/2017,Quercus,robur,180-93*8,Duckett,10/2/2017,Duckett,20.5,,20.50
Oak Collection,10/2/2017,Quercus,robur,180-93*9,Duckett,10/2/2017,Duckett,7.8,,7.80
Oak Collection,10/2/2017,Quercus,robur,255-99*1,Duckett,10/2/2017,Duckett,3.2,,3.20
Oak Collection,10/2/2017,Quercus,rubra,466-37*1,Duckett,10/2/2017,Duckett,14.2,,14.20
Oak Collection,10/2/2017,Quercus,rubra,292-64*1,Duckett,10/2/2017,Duckett,17.9,,17.90
Oak Collection,10/2/2017,Quercus,rubra,64-92*1,Duckett,10/2/2017,Duckett,20.5,,20.50
Oak Collection,10/2/2017,Quercus,velutina,185-92*2,Duckett,10/2/2017,Duckett,33.05,,33.05
Oak Collection,10/2/2017,Quercus,velutina,185-92*4,Duckett,10/2/2017,Duckett,31.1,,31.10
Oak Collection,10/2/2017,Quercus,velutina,185-92*5,Duckett,10/2/2017,Duckett,41.85,,41.85
Oak Collection,3/22/2018,Quercus,rubra,64-92*1,Metz,3/22/2018,Metz,21.1,,21.10
Oak Collection,3/22/2018,Quercus,macrocarpa,138-U*4,Metz,3/22/2018,Metz,5.6,,5.60
Oak Collection,3/22/2018,Quercus,alba,134-U*6,Metz,3/22/2018,Metz,3.8,,3.80
Oak Collection,3/22/2018,Quercus,bicolor,513-25*1,Metz,3/22/2018,Metz,8.2,,8.20
Oak Collection,3/22/2018,Quercus,rubra,466-37*1,Metz,3/22/2018,Metz,15.4,,15.40
Oak Collection,3/22/2018,Quercus,macrocarpa,2390-26*1,Metz,3/22/2018,Metz,9.2,,9.20
Oak Collection,3/22/2018,Quercus,macrocarpa,1516-35*1,Metz,3/22/2018,Metz,11.1,,11.10
Oak Collection,3/22/2018,Quercus,macrocarpa,2390-26*2,Metz,3/22/2018,Metz,4.9,,4.90
Oak Collection,3/22/2018,Quercus,alba,862-34*1,Metz,3/22/2018,Metz,17.5,,17.50
Oak Collection,3/22/2018,Quercus,alba,134-U*61,Metz,3/22/2018,Metz,11.8,,11.80
Oak Collection,3/22/2018,Quercus,alba,134-U*60,Metz,3/22/2018,Metz,14.4,,14.40
Oak Collection,3/22/2018,Quercus,velutina,185-92*4,Metz,3/22/2018,Metz,57.8,,57.80
Oak Collection,3/22/2018,Quercus,velutina,185-92*5,Metz,3/22/2018,Metz,44.2,,44.20
Oak Collection,3/22/2018,Quercus,macrocarpa,4-35*1,Metz,3/22/2018,Metz,12.3,,12.30
Oak Collection,3/22/2018,Quercus,velutina,185-92*2,Metz,3/22/2018,Metz,33.5,,33.50
Oak Collection,3/22/2018,Quercus,alba,684-33*1,Metz,3/22/2018,Metz,3.4,,3.40
Oak Collection,3/22/2018,Quercus,alba,239-42*2,Metz,3/22/2018,Metz,14,,14.00
Oak Collection,3/22/2018,Quercus,rubra,292-64*1,Metz,3/22/2018,Metz,18.3,,18.30
Oak Collection,3/22/2018,Quercus,macrocarpa,138-U*1,Metz,3/22/2018,Metz,27.3,,27.30
Oak Collection,3/22/2018,Quercus,robur,180-93*7,Metz,3/22/2018,Metz,53,,53.00
Oak Collection,3/22/2018,Quercus,robur,180-93*8,Metz,3/22/2018,Metz,21,,21.00
Oak Collection,3/22/2018,Quercus,robur,180-93*9,Metz,3/22/2018,Metz,8.7,,8.70
Oak Collection,3/22/2018,Quercus,macrocarpa,138-U*6,Metz,3/22/2018,Metz,25.8,,25.80
Oak Collection,3/22/2018,Quercus,macrocarpa,808-51*1,Metz,3/22/2018,Metz,14,,14.00
Oak Collection,3/22/2018,Quercus,macrocarpa,138-U*7,Metz,3/22/2018,Metz,7.8,,7.80
Oak Collection,3/22/2018,Quercus,bicolor,214-91*1,Metz,3/22/2018,Metz,9999,Did not find,9999.00
Oak Collection,3/22/2018,Quercus,macrocarpa,1261-26*2,Metz,3/22/2018,Metz,8,,8.00
Oak Collection,3/22/2018,Quercus,macrocarpa,1261-26*1,Metz,3/22/2018,Metz,8.2,,8.20
Oak Collection,3/22/2018,Quercus,robur,255-99*1,Metz,3/22/2018,Metz,9999,Marker line missing,9999.00
Oak Collection,3/22/2018,Quercus,alba,134-U*7,Metz,3/22/2018,Metz,5.8,,5.80
Oak Collection,3/22/2018,Quercus,macrocarpa,752-34*2,Metz,3/22/2018,Metz,4,,4.00
Oak Collection,3/22/2018,Quercus,macrocarpa,752-34*4,Metz,3/22/2018,Metz,7,,7.00
Oak Collection,3/29/2018,Quercus,rubra,64-92*1,Metz,3/29/2018,Metz,21.1,,21.10
Oak Collection,3/29/2018,Quercus,macrocarpa,138-U*4,Metz,3/29/2018,Metz,5.8,,5.80
Oak Collection,3/29/2018,Quercus,alba,134-U*6,Metz,3/29/2018,Metz,4.1,,4.10
Oak Collection,3/29/2018,Quercus,bicolor,513-25*1,Metz,3/29/2018,Metz,9.3,,9.30
Oak Collection,3/29/2018,Quercus,rubra,466-37*1,Metz,3/29/2018,Metz,18.9,,18.90
Oak Collection,3/29/2018,Quercus,macrocarpa,2390-26*1,Metz,3/29/2018,Metz,9.1,,9.10
Oak Collection,3/29/2018,Quercus,macrocarpa,1516-35*1,Metz,3/29/2018,Metz,11.2,,11.20
Oak Collection,3/29/2018,Quercus,macrocarpa,2390-26*2,Metz,3/29/2018,Metz,5.4,,5.40
Oak Collection,3/29/2018,Quercus,alba,862-34*1,Metz,3/29/2018,Metz,18.1,,18.10
Oak Collection,3/29/2018,Quercus,alba,134-U*61,Metz,3/29/2018,Metz,7.1,,7.10
Oak Collection,3/29/2018,Quercus,alba,134-U*60,Metz,3/29/2018,Metz,14.2,,14.20
Oak Collection,3/29/2018,Quercus,velutina,185-92*4,Metz,3/29/2018,Metz,47,,47.00
Oak Collection,3/29/2018,Quercus,velutina,185-92*5,Metz,3/29/2018,Metz,44.2,,44.20
Oak Collection,3/29/2018,Quercus,macrocarpa,4-35*1,Metz,3/29/2018,Metz,12.7,,12.70
Oak Collection,3/29/2018,Quercus,velutina,185-92*2,Metz,3/29/2018,Metz,33.6,,33.60
Oak Collection,3/29/2018,Quercus,alba,684-33*1,Metz,3/29/2018,Metz,3.9,,3.90
Oak Collection,3/29/2018,Quercus,alba,239-42*2,Metz,3/29/2018,Metz,14,,14.00
Oak Collection,3/29/2018,Quercus,rubra,292-64*1,Metz,3/29/2018,Metz,18.5,,18.50
Oak Collection,3/29/2018,Quercus,macrocarpa,138-U*1,Metz,3/29/2018,Metz,26.9,,26.90
Oak Collection,3/29/2018,Quercus,robur,180-93*7,Metz,3/29/2018,Metz,54,,54.00
Oak Collection,3/29/2018,Quercus,robur,180-93*8,Metz,3/29/2018,Metz,21.1,,21.10
Oak Collection,3/29/2018,Quercus,robur,180-93*9,Metz,3/29/2018,Metz,8.5,,8.50
Oak Collection,3/29/2018,Quercus,macrocarpa,138-U*6,Metz,3/29/2018,Metz,28.3,,28.30
Oak Collection,3/29/2018,Quercus,macrocarpa,808-51*1,Metz,3/29/2018,Metz,13.9,,13.90
Oak Collection,3/29/2018,Quercus,macrocarpa,138-U*7,Metz,3/29/2018,Metz,8.6,,8.60
Oak Collection,3/29/2018,Quercus,bicolor,214-91*1,Metz,3/29/2018,Metz,8.8,,8.80
Oak Collection,3/29/2018,Quercus,macrocarpa,1261-26*2,Metz,3/29/2018,Metz,8.5,,8.50
Oak Collection,3/29/2018,Quercus,macrocarpa,1261-26*1,Metz,3/29/2018,Metz,8.3,,8.30
Oak Collection,3/29/2018,Quercus,robur,255-99*1,Metz,3/29/2018,Metz,9999,Marker line missing,9999.00
Oak Collection,3/29/2018,Quercus,alba,134-U*7,Metz,3/29/2018,Metz,5.6,,5.60
Oak Collection,3/29/2018,Quercus,macrocarpa,752-34*2,Metz,3/29/2018,Metz,3.3,,3.30
Oak Collection,3/29/2018,Quercus,macrocarpa,752-34*4,Metz,3/29/2018,Metz,6.9,,6.90
Oak Collection,4/5/2018,Quercus,rubra,64-92*1,Metz,4/5/2018,Metz,21.26,,21.25
Oak Collection,4/5/2018,Quercus,macrocarpa,138-U*4,Metz,4/5/2018,Metz,6.1,,6.10
Oak Collection,4/5/2018,Quercus,alba,134-U*6,Metz,4/5/2018,Metz,4.96,,4.95
Oak Collection,4/5/2018,Quercus,bicolor,513-25*1,Metz,4/5/2018,Metz,8.87,,8.85
Oak Collection,4/5/2018,Quercus,rubra,466-37*1,Metz,4/5/2018,Metz,26.84,,26.85
Oak Collection,4/5/2018,Quercus,macrocarpa,2390-26*1,Metz,4/5/2018,Metz,9.43,,9.45
